Date,Source,Description,Link
29-02-2024,Ministry of Power,Report of the Committee Constituted by MoP to examine different modes of Contracting and restructure relevant provisions of contracts in Hydro Power Sector,https://powermin.gov.in/sites/default/files/Report_of_the_Committee_Constituted_by_MoP_to_examine_different_modes_of_Contracting_and_restructure_relevant_provisions_of_contracts_in_Hydro_Power_Sector.pdf
23-02-2024,Ministry of Power,"Electricity (Rights of Consumers) Amendment Rules, 2024",https://powermin.gov.in/sites/default/files/Electricity_Rights_of_Consumers_Amendment_Rules_2024_0.pdf
19-02-2024,Ministry of Power,"Alignment with Open Access Regulations, on aggregation basis-reg.",https://powermin.gov.in/sites/default/files/Alignment_with_Open_Access_Regulations_GEOA_12022024.pdf
16-02-2024,Ministry of Power,"Seeking comments on draft Electricity (Third Amendment) Rules, 2024",https://powermin.gov.in/sites/default/files/Seeking_comments_on_draft_%20Electricity_Third_Amendment_Rules_2024.pdf
09-02-2024,Ministry of Power,"Selection for the post of Director (Operations), Power Grid Corporation of lndia Limited (PGCIL",https://powermin.gov.in/sites/default/files/Selection_for_the_post_of_Director_Operations_Power_Grid_Corporation.pdf
09-02-2024,Ministry of Power,Selection for the post of CMD-SJVN Limited,https://powermin.gov.in/sites/default/files/Selection_of_the_Post_CMD_SJVN.pdf
01-02-2024,Ministry of Power,"Electricity (Amendment) Rules, 2024 notified on 10th January, 2024",https://powermin.gov.in/sites/default/files/Electricity_Amendment_Rules_first_amendment_of_2024.pdf
01-02-2024,Ministry of Power,"Electricity (Second Amendment) Rules, 2024 notified on 17th January, 2024",https://powermin.gov.in/sites/default/files/Electricity_Second_Amendment_Rules_2024.pdf
05-01-2024,Ministry of Power,Appointment to the post of Excutive Director(ED) in REC Ltd. on deputation,https://powermin.gov.in/sites/default/files/Appointment_to_the_post_of_Excutive_Director_in_REC_Ltd_on_deputation.pdf
14-12-2023,Ministry of Power,"Seeking comments on draft Electricity (Late Payment Surcharge and Related Matters) Amendment Rules, 2023",https://powermin.gov.in/sites/default/files/Seeking_comments_on_draft_Electricity_Late_Payment_Surcharge_and_Related_Matters_Amendment_Rules_2023.pdf
14-12-2023,Ministry of Power,"Seeking comments on draft Electricity (Rights of Consumers) Second Amendment Rules, 2023",https://powermin.gov.in/sites/default/files/Seeking_comments_on_draft_electricity_rights_of_consumers_rules_2020.pdf
08-12-2023,Ministry of Power,"Selection for the post of Director (Personnel), SJVN Limited, a schedule 'A' CPSE",https://powermin.gov.in/sites/default/files/Selection_for_the_post_of_Director_Personnel_SJVN_Limited_A_schedule_A_CPSE.pdf
05-12-2023,Ministry of Power,"Selection for the post of Director(Projects) in NHPC Limited, a schedule ""A"" CPSE- reg.",https://powermin.gov.in/sites/default/files/Selection_for_the_post_of_Director_Projects_in_NHPC_Limited_a_schedule_A_CPSE_0.pdf
05-12-2023,Ministry of Power,"Selection for the post of Director (Finance), THDC India Limited, a schedule 'A' CPSE",https://powermin.gov.in/sites/default/files/Selection_for_the_post_of_Director_Finance_THDC_India_Limited_a_schedule_A_CPSE.pdf
13-11-2023,Ministry of Power,"Vacancy Circular for selection of the post of Member, Central Electricity Regulatory Commission",https://powermin.gov.in/sites/default/files/Vacancy_Circular_for_selection_of_the_post_of_Member_CERC.pdf
11-11-2023,Ministry of Power,Price Benchmarking of Biomass Pellets for co-firing in Thermal Power Plants for Western Region,https://powermin.gov.in/sites/default/files/MoP_Advisory_letter_dated_08112023_Western_Region.pdf
11-11-2023,Ministry of Power,Price Benchmarking of Biomass Pellets for co-firing in Thermal Power Plants for Northern Region (excluding NCR),https://powermin.gov.in/sites/default/files/Price_Benchmarking_of_Biomass_Pellets_for_co_firing_in_Thermal_Power_Plants_for_Northern_Region_excluding_NCR_0.pdf
30-07-2024,SEBI,"Exemption Order under Regulation 11 of SEBI (SAST) Regulations, 2011 in the matter of Nuvoco Vistas Corporation Limited",https://www.sebi.gov.in/enforcement/orders/jul-2024/exemption-order-under-regulation-11-of-sebi-sast-regulations-2011-in-the-matter-of-nuvoco-vistas-corporation-limited_85297.html
30-07-2024,SEBI,Adjudication Order in the matter of 5 Paisa Capital Limited,https://www.sebi.gov.in/enforcement/orders/jul-2024/adjudication-order-in-the-matter-of-5-paisa-capital-limited_85291.html
30-07-2024,SEBI,Adjudication Order in the matter of IIFL Securities Limited,https://www.sebi.gov.in/enforcement/orders/jul-2024/adjudication-order-in-the-matter-of-iifl-securities-limited_85293.html
30-07-2024,SEBI,Order in the matter of front running by Alka Jain,https://www.sebi.gov.in/enforcement/orders/jul-2024/order-in-the-matter-of-front-running-by-alka-jain_85295.html
30-07-2024,SEBI,Final Order in the matter of misstatements and irregularities in the financial statements of Omaxe Limited,https://www.sebi.gov.in/enforcement/orders/jul-2024/final-order-in-the-matter-of-misstatements-and-irregularities-in-the-financial-statements-of-omaxe-limited_85289.html
30-07-2024,SEBI,"Prohibitory Order No. 1013/2024 dated July 30, 2024 issued in the matter of Sanghi Plantations Limited under Recovery Certificate No. 3168 of 2020",https://www.sebi.gov.in/enforcement/recovery-proceedings/jul-2024/prohibitory-order-no-1013-2024-dated-july-30-2024-issued-in-the-matter-of-sanghi-plantations-limited-under-recovery-certificate-no-3168-of-2020_85288.html
30-07-2024,SEBI,"Unserved Show Cause Notice dated May 10, 2024 with respect to Noticee 1 (Geoshine Mines 2 Metals Ltd), Noticee 4 (Deena Nath Maurya), Noticee 6 (Arvind Tiwari), Noticee 9 (Ramendra Prasad Sharma), Noticee 10 (Raj Kumar Verma) and Noticee 12 (Bharat Subhash Prasad Maurya) in the matter of Geoshine Mines 2 Metals Limited",https://www.sebi.gov.in/enforcement/unserved-summons-notices/jul-2024/unserved-show-cause-notice-dated-may-10-2024-with-respect-to-noticee-1-geoshine-mines-2-metals-ltd-noticee-4-deena-nath-maurya-noticee-6-arvind-tiwari-noticee-9-ramendra-prasad-sharma-no-_85286.html
30-07-2024,SEBI,RNFI SERVICES LIMITED,https://www.sebi.gov.in/filings/public-issues/jul-2024/rnfi-services-limited_85285.html
30-07-2024,SEBI,PICTUREPOST STUDIOS LIMITED,https://www.sebi.gov.in/filings/public-issues/jul-2024/picturepost-studios-limited_85283.html
30-07-2024,SEBI,STANDARD GLASS LINING TECHNOLOGY LIMITED,https://www.sebi.gov.in/filings/public-issues/jul-2024/standard-glass-lining-technology-limited_85281.html
30-07-2024,SEBI,Consultation Paper on Measures to strengthen index derivatives framework for increased Investor protection and Market stability Click here to provide your comments,https://www.sebi.gov.in/reports-and-statistics/reports/jul-2024/consultation-paper-on-measures-to-strengthen-index-derivatives-framework-for-increased-investor-protection-and-market-stability_85279.html
30-07-2024,SEBI,Consultation paper on proposal to improve ease of doing business with respect to the additional disclosure framework for large FPIs Click here to provide your comments,https://www.sebi.gov.in/reports-and-statistics/reports/jul-2024/consultation-paper-on-proposal-to-improve-ease-of-doing-business-with-respect-to-the-additional-disclosure-framework-for-large-fpis_85277.html
30-07-2024,SEBI,DHARIWALCORP LIMITED,https://www.sebi.gov.in/filings/public-issues/jul-2024/dhariwalcorp-limited_85273.html
30-07-2024,SEBI,Invesco India Technology Innovators Fund,https://www.sebi.gov.in/filings/mutual-funds/jul-2024/invesco-india-technology-innovators-fund_85259.html
30-07-2024,SEBI,Kotak MNC Fund,https://www.sebi.gov.in/filings/mutual-funds/jul-2024/kotak-mnc-fund_85257.html
29-07-2024,SEBI,Kothari Industrial Corporation Limited,https://www.sebi.gov.in/filings/takeovers/jul-2024/kothari-industrial-corporation-limited_85276.html
29-07-2024,SEBI,Ceigall India Limited-RHP,https://www.sebi.gov.in/filings/public-issues/jul-2024/ceigall-india-limited-rhp_85262.html
29-07-2024,SEBI,Indostar Capital Finance Limited – Draft Prospectus,https://www.sebi.gov.in/filings/debt-offer-document/jul-2024/indostar-capital-finance-limited-draft-prospectus_85261.html
29-07-2024,SEBI,SEBI launches chatbot “SEVA” for investors,https://www.sebi.gov.in/media-and-notifications/press-releases/jul-2024/sebi-launches-chatbot-seva-for-investors_85254.html
29-07-2024,SEBI,Order in respect of S.P.Natural Eco Green Projects India Limited,https://www.sebi.gov.in/enforcement/orders/jul-2024/order-in-respect-of-s-p-natural-eco-green-projects-india-limited_85253.html
29-07-2024,SEBI,Adjudication Order in the matter of inspection of Pantomath Capital Advisors Private Limited,https://www.sebi.gov.in/enforcement/orders/jul-2024/adjudication-order-in-the-matter-of-inspection-of-pantomath-capital-advisors-private-limited_85251.html
29-07-2024,SEBI,"Consultation Paper on proposed amendments to the SEBI (Prohibition of Insider Trading) Regulations, 2015 to rationalize the scope of the expression ‘connected person’, while not increasing compliance requirements Click here to provide your comments",https://www.sebi.gov.in/reports-and-statistics/reports/jul-2024/consultation-paper-on-proposed-amendments-to-the-sebi-prohibition-of-insider-trading-regulations-2015-to-rationalize-the-scope-of-the-expression-connected-person-while-not-increasing-compliance-_85249.html
29-07-2024,SEBI,Notices of Attachment dated 29.07.2024 under Recovery Certificate No. 7787 of 2024 issued against Indira Prashant Karkera (PAN: ADUPK3802B) in the matter of Sharepro Services (I) Private Limited.,https://www.sebi.gov.in/enforcement/recovery-proceedings/jul-2024/notices-of-attachment-dated-29-07-2024-under-recovery-certificate-no-7787-of-2024-issued-against-indira-prashant-karkera-pan-adupk3802b-in-the-matter-of-sharepro-services-i-private-limited-_85247.html
29-07-2024,SEBI,SEBI Bulletin - July 2024 [MSExcel]   [Annexure Tables],https://www.sebi.gov.in/reports-and-statistics/publications/jul-2024/sebi-bulletin-july-2024_85245.html
29-07-2024,SEBI,Appeal No.6074 of 2024 filed by Amar Patil,https://www.sebi.gov.in/enforcement/orders/jul-2024/appeal-no-6074-of-2024-filed-by-amar-patil_85243.html
29-07-2024,SEBI,UTSSAV CZ GOLD JEWELS LIMITED,https://www.sebi.gov.in/filings/public-issues/jul-2024/utssav-cz-gold-jewels-limited_85241.html
29-07-2024,SEBI,Appeal No.6073 of 2024 filed by Sonia Nagpal,https://www.sebi.gov.in/enforcement/orders/jul-2024/appeal-no-6073-of-2024-filed-by-sonia-nagpal_85239.html
29-07-2024,SEBI,Appeal No.6072 of 2024 filed by Karthikeyan A,https://www.sebi.gov.in/enforcement/orders/jul-2024/appeal-no-6072-of-2024-filed-by-karthikeyan-a_85237.html
29-07-2024,SEBI,Appeal No.6071 of 2024 filed by Naresh Kumar,https://www.sebi.gov.in/enforcement/orders/jul-2024/appeal-no-6071-of-2024-filed-by-naresh-kumar_85236.html
29-07-2024,SEBI,Appeal No.6070 of 2024 filed by Kulvinder Singh,https://www.sebi.gov.in/enforcement/orders/jul-2024/appeal-no-6070-of-2024-filed-by-kulvinder-singh_85235.html
29-07-2024,SEBI,Release order for Recovery Certificate No. RC7738 of 2024 in respect of Moreplus Merchants Pvt Ltd (PAN: AAFCM6761L) in the matter of Mangalam Industrial Finance Ltd.,https://www.sebi.gov.in/enforcement/recovery-proceedings/jul-2024/release-order-for-recovery-certificate-no-rc7738-of-2024-in-respect-of-moreplus-merchants-pvt-ltd-pan-aafcm6761l-in-the-matter-of-mangalam-industrial-finance-ltd-_85233.html
29-07-2024,SEBI,Completion of Recovery Certificate No. RC7738 of 2024 in respect of Moreplus Merchants Pvt Ltd (PAN: AAFCM6761L) in the matter of Mangalam Industrial Finance Ltd.,https://www.sebi.gov.in/enforcement/recovery-proceedings/jul-2024/completion-of-recovery-certificate-no-rc7738-of-2024-in-respect-of-moreplus-merchants-pvt-ltd-pan-aafcm6761l-in-the-matter-of-mangalam-industrial-finance-ltd-_85232.html
29-07-2024,SEBI,"Public Notice for e-Auction of immoveable properties relating to Golden Life Agro India Ltd., RTC Properties India Ltd., Orion Industries Ltd. & Rakhal Bharoti Group Of Companies Corrigendum",https://www.sebi.gov.in/enforcement/auction-notice-under-recovery-proceedings/jul-2024/public-notice-for-e-auction-of-immoveable-properties-relating-to-golden-life-agro-india-ltd-rtc-properties-india-ltd-orion-industries-ltd-and-rakhal-bharoti-group-of-companies_85231.html
29-07-2024,SEBI,Aditya Birla Sun Life CRISIL 10 Year Gilt ETF,https://www.sebi.gov.in/filings/mutual-funds/jul-2024/aditya-birla-sun-life-crisil-10-year-gilt-etf_85227.html
29-07-2024,SEBI,Aditya Birla Sun Life Nifty India Defence Index Fund,https://www.sebi.gov.in/filings/mutual-funds/jul-2024/aditya-birla-sun-life-nifty-india-defence-index-fund_85226.html
29-07-2024,SEBI,"Hearing Notice dated July 29, 2024 issued to Commodity Pandit/Services :Proprietor-Ms. Meenu Sharma in the matter of Unregistered Investment Advisor –Commodity Pandit/Services: Prop Meenu Sharma & PC Global Research : Prop Neha Goel",https://www.sebi.gov.in/enforcement/unserved-summons-notices/jul-2024/hearing-notice-dated-july-29-2024-issued-to-commodity-pandit-services-proprietor-ms-meenu-sharma-in-the-matter-of-unregistered-investment-advisor-commodity-pandit-services-prop-meenu-sharma-and-pc-_85224.html
29-07-2024,SEBI,"Hearing Notice dated July 29, 2024 issued to PC Global Research :Proprietor- Ms. Neha Goel in the matter of Unregistered Investment Advisor –Commodity Pandit/Services: Prop Meenu Sharma & PC Global Research : Prop Neha Goel",https://www.sebi.gov.in/enforcement/unserved-summons-notices/jul-2024/hearing-notice-dated-july-29-2024-issued-to-pc-global-research-proprietor-ms-neha-goel-in-the-matter-of-unregistered-investment-advisor-commodity-pandit-services-prop-meenu-sharma-and-pc-global-re-_85222.html
29-07-2024,SEBI,"Show Cause Notice dated June 11, 2024 issued to (1) Commodity Pandit/Services :Proprietor-Ms. Meenu Sharma & (2) PC Global Research :Proprietor- Ms. Neha Goel in the matter of Unregistered Investment Advisor –Commodity Pandit/Services: Prop Meenu Sharma & PC Global Research : Prop Neha Goel",https://www.sebi.gov.in/enforcement/unserved-summons-notices/jul-2024/show-cause-notice-dated-june-11-2024-issued-to-1-commodity-pandit-services-proprietor-ms-meenu-sharma-and-2-pc-global-research-proprietor-ms-neha-goel-in-the-matter-of-unregistered-investment-_85221.html
26-07-2024,SEBI,Notice of Demand for Recovery Certificate No. 7907 of 2024 against Earth Exim Limited in the matter of trading by certain entities in the scrip of Universal Credit and Securities limited,https://www.sebi.gov.in/enforcement/recovery-proceedings/jul-2024/notice-of-demand-for-recovery-certificate-no-7907-of-2024-against-earth-exim-limited-in-the-matter-of-trading-by-certain-entities-in-the-scrip-of-universal-credit-and-securities-limited_85255.html
26-07-2024,SEBI,Johnson Controls-Hitachi Air Conditioning India Limited,https://www.sebi.gov.in/filings/takeovers/jul-2024/johnson-controls-hitachi-air-conditioning-india-limited_85218.html
26-07-2024,SEBI,Notice of Demand for Recovery Certificate No. 7905 of 2024 against Earth Exim Limited in the matter of trading by certain entities in the scrip of Universal Credit and Securities limited,https://www.sebi.gov.in/enforcement/recovery-proceedings/jul-2024/notice-of-demand-for-recovery-certificate-no-7905-of-2024-against-earth-exim-limited-in-the-matter-of-trading-by-certain-entities-in-the-scrip-of-universal-credit-and-securities-limited_85216.html
26-07-2024,SEBI,Confirmatory Order in the matter of V Marc India Limited,https://www.sebi.gov.in/enforcement/orders/jul-2024/confirmatory-order-in-the-matter-of-v-marc-india-limited_85214.html
26-07-2024,SEBI,Order in respect of Vijay Mallya in the matter of routing of funds to the Indian Securities Market using overseas bank accounts with UBS AG,https://www.sebi.gov.in/enforcement/orders/jul-2024/order-in-respect-of-vijay-mallya-in-the-matter-of-routing-of-funds-to-the-indian-securities-market-using-overseas-bank-accounts-with-ubs-ag_85212.html
26-07-2024,SEBI,UTSSAV CZ GOLD JEWELS LIMITED,https://www.sebi.gov.in/filings/public-issues/jul-2024/utssav-cz-gold-jewels-limited_85207.html
26-07-2024,SEBI,SATI POLY PLAST LIMITED,https://www.sebi.gov.in/filings/public-issues/jul-2024/sati-poly-plast-limited_85205.html
26-07-2024,SEBI,UTSSAV CZ GOLD JEWELS LIMITED,https://www.sebi.gov.in/filings/public-issues/jul-2024/utssav-cz-gold-jewels-limited_85198.html
26-07-2024,SEBI,Western Ministil Limited,https://www.sebi.gov.in/filings/takeovers/jul-2024/western-ministil-limited_85197.html
26-07-2024,SEBI,Paragon Finance Limited,https://www.sebi.gov.in/filings/takeovers/jul-2024/paragon-finance-limited_85196.html
26-07-2024,SEBI,Processing Status : Issues,https://www.sebi.gov.in/filings/processing-status/jul-2024/processing-status-issues_59558.html
26-07-2024,SEBI,Processing status - Scheme of Arrangement.,https://www.sebi.gov.in/filings/processing-status/jul-2024/processing-status-scheme-of-arrangement-_48125.html
29-07-2024,NSE,Listing of further issue of Securities.,https://nsearchives.nseindia.com/content/circulars/CML63126.pdf
29-07-2024,NSE,Reversal Trade Cancellation Mechanism (RTCM),https://nsearchives.nseindia.com/content/circulars/SURV63125.zip
29-07-2024,NSE,Listing of further issue of Kck Industries Limited,https://nsearchives.nseindia.com/content/circulars/CML63124.pdf
29-07-2024,NSE,Order in respect of S.P. Natural Eco-Green Projects (India) Limited,https://nsearchives.nseindia.com/content/circulars/INVG63123.pdf
29-07-2024,NSE,Confirmatory Order in the matter of V Marc India Limited,https://nsearchives.nseindia.com/content/circulars/INVG63122.pdf
29-07-2024,NSE,Listing of further issue of Reliance Industries Limited,https://nsearchives.nseindia.com/content/circulars/CML63121.pdf
29-07-2024,NSE,Listing of Equity Shares of Avantel Limited (New Listing),https://nsearchives.nseindia.com/content/circulars/CML63120.zip
29-07-2024,NSE,Trading of Rights Entitlements pursuant to Rights Issue of GACM Technologies Limited,https://nsearchives.nseindia.com/content/circulars/CML63119.pdf
29-07-2024,NSE,Listing of privately placed securities on the debt market segment of the Exchange,https://nsearchives.nseindia.com/content/circulars/CML63118.pdf
29-07-2024,NSE,Listing of privately placed securities on capital market segment,https://nsearchives.nseindia.com/content/circulars/CML63117.pdf
29-07-2024,NSE,Continuation of trading in Securities in Z Category,https://nsearchives.nseindia.com/content/circulars/CML63116.pdf
29-07-2024,NSE,SPLIT: Adjustment of Market Lot for Security CELLECOR in SME Platform,https://nsearchives.nseindia.com/content/circulars/CMTR63115.pdf
29-07-2024,NSE,Applicability of Short-Term Additional Surveillance Measure (ST-ASM),https://nsearchives.nseindia.com/content/circulars/SURV63113.zip
29-07-2024,NSE,Applicability of Additional Surveillance Measure (ASM),https://nsearchives.nseindia.com/content/circulars/SURV63112.zip
29-07-2024,NSE,Listing of Equity Shares of V.L.Infraprojects Limited (SME IPO),https://nsearchives.nseindia.com/content/circulars/CML63111.zip
29-07-2024,NSE,Applicability of Enhanced Surveillance Measure (ESM),https://nsearchives.nseindia.com/content/circulars/SURV63110.zip
29-07-2024,NSE,Face Value Split - Kapston Services Limited (KAPSTON),https://nsearchives.nseindia.com/content/circulars/CML63109.pdf
29-07-2024,NSE,Trading of Rights Entitlements pursuant to Rights Issue of GACM Technologies Limited,https://nsearchives.nseindia.com/content/circulars/CML63108.pdf
29-07-2024,NSE,Trade for Trade - RNFI Services Limited (SME IPO),https://nsearchives.nseindia.com/content/circulars/CML63107.pdf
29-07-2024,NSE,Suspension of trading in Non-Convertible Debentures (Privately Placed) - Hindustan Petroleum Corporation Limited,https://nsearchives.nseindia.com/content/circulars/CML63106.pdf
26-07-2024,NSE,Listing of further issues of Sar Televenture Limited,https://nsearchives.nseindia.com/content/circulars/CML63105.pdf
26-07-2024,NSE,Listing of further issue of Adroit Infotech Limited,https://nsearchives.nseindia.com/content/circulars/CML63104.pdf
26-07-2024,NSE,"Revised MWPL, Participant, Institutional and Non Institutional client limits for TATACONSUM",https://nsearchives.nseindia.com/content/circulars/CMPT63103.pdf
26-07-2024,NSE,SEBI Order in respect of Vijay Mallya in the matter of routing of funds to the Indian Securities Market using overseas bank accounts with UBS AG,https://nsearchives.nseindia.com/content/circulars/INVG63102.pdf
26-07-2024,NSE,Listing of Units of Cube Highways Trust,https://nsearchives.nseindia.com/content/circulars/CML63101.pdf
26-07-2024,NSE,Listing of Equity Shares of RNFI Services Limited (SME IPO),https://nsearchives.nseindia.com/content/circulars/CML63100.zip
26-07-2024,NSE,Listing of further issues of securities.,https://nsearchives.nseindia.com/content/circulars/CML63099.pdf
26-07-2024,NSE,Applicability of Short-Term Additional Surveillance Measure (ST-ASM),https://nsearchives.nseindia.com/content/circulars/SURV63098.zip
26-07-2024,NSE,Applicability of Additional Surveillance Measure (ASM),https://nsearchives.nseindia.com/content/circulars/SURV63097.zip
26-07-2024,NSE,Applicability of Enhanced Surveillance Measure (ESM),https://nsearchives.nseindia.com/content/circulars/SURV63096.zip
26-07-2024,NSE,Settlement Calendar for Offer for Sale of shares of Viceroy Hotels Limited,https://nsearchives.nseindia.com/content/circulars/CMPT63095.pdf
26-07-2024,NSE,Listing of privately placed securities on the debt market segment of the Exchange,https://nsearchives.nseindia.com/content/circulars/CML63094.pdf
26-07-2024,NSE,Listing of privately placed securities on capital market segment,https://nsearchives.nseindia.com/content/circulars/CML63093.pdf
26-07-2024,NSE,Face Value Split - Filatex Fashions Limited (FILATFASH),https://nsearchives.nseindia.com/content/circulars/CML63092.pdf
26-07-2024,NSE,Suspension of trading in Non-Convertible Debentures (Privately Placed) ,https://nsearchives.nseindia.com/content/circulars/CML63091.pdf
26-07-2024,NSE,Change in name and symbol of Ambani Organics Limited,https://nsearchives.nseindia.com/content/circulars/CML63090.pdf
26-07-2024,NSE,Listing of Equity Shares of Ravindra Energy Limited (New Listing),https://nsearchives.nseindia.com/content/circulars/CML63089.zip
26-07-2024,NSE,Revocation of suspension of trading in units - on account of Interval Scheme,https://nsearchives.nseindia.com/content/circulars/CML63074.pdf
25-07-2024,NSE,Listing of further issue of IDFC First Bank Limited,https://nsearchives.nseindia.com/content/circulars/CML63088.pdf
25-07-2024,NSE,"Revised MWPL, TM, FII/FPI & MF limits for TATA CONSUMER PRODUCTS LIMITED",https://nsearchives.nseindia.com/content/circulars/CMPT63087.pdf
25-07-2024,NSE,Listing of further issues of securities,https://nsearchives.nseindia.com/content/circulars/CML63086.pdf
25-07-2024,NSE,SEBI Order in the matter of Unregistered Investment Advisory Services by Equity Mantra (Proprietor. Mr. Naresh Pal),https://nsearchives.nseindia.com/content/circulars/INVG63085.pdf
25-07-2024,NSE,Listing of Equity Shares of Sanstar Limited (IPO),https://nsearchives.nseindia.com/content/circulars/CML63084.zip
25-07-2024,NSE,Listing of privately placed securities on capital market segment,https://nsearchives.nseindia.com/content/circulars/CML63083.pdf
25-07-2024,NSE,Listing of privately placed securities on the debt market segment of the Exchange,https://nsearchives.nseindia.com/content/circulars/CML63082.pdf
25-07-2024,NSE,"Revised MWPL, Participant, Institutional & Non - Institutional Client Limits for KSB",https://nsearchives.nseindia.com/content/circulars/CMPT63081.pdf
25-07-2024,NSE,Listing of Treasury Bills (Tbills) and State Development Loans (SDLs) on capital market segment,https://nsearchives.nseindia.com/content/circulars/CML63080.pdf
25-07-2024,NSE,Change in Security Name and Symbol,https://nsearchives.nseindia.com/content/circulars/CMPT63079.pdf
25-07-2024,NSE,RIGHTS: Adjustment of Futures and Options contracts in the security TATACONSUM,https://nsearchives.nseindia.com/content/circulars/FAOP63078.pdf
25-07-2024,NSE,Applicability of Short-Term Additional Surveillance Measure (ST-ASM),https://nsearchives.nseindia.com/content/circulars/SURV63077.zip
25-07-2024,NSE,Applicability of Additional Surveillance Measure (ASM),https://nsearchives.nseindia.com/content/circulars/SURV63076.zip
25-07-2024,NSE,Suspension of trading in Non-Convertible Debentures (Privately Placed),https://nsearchives.nseindia.com/content/circulars/CML63075.pdf
25-07-2024,NSE,Listing of Equity Shares of Sanstar Limited (IPO),https://nsearchives.nseindia.com/content/circulars/CML63063.pdf
24-07-2024,NSE,Revised list of Approved Securities and GOI Securities (G-Sec),https://nsearchives.nseindia.com/content/circulars/CMPT63073.zip
24-07-2024,NSE,Revised list of Approved GOI Securities (G-Sec) and Corporate Bonds,https://nsearchives.nseindia.com/content/circulars/DS63072.zip
24-07-2024,NSE,Revised list of Approved Securities,https://nsearchives.nseindia.com/content/circulars/COM63071.zip
24-07-2024,NSE,Revised List of Approved Securities,https://nsearchives.nseindia.com/content/circulars/CMPT63070.zip
24-07-2024,NSE,Revised list of Approved Securities,https://nsearchives.nseindia.com/content/circulars/CMPT63069.zip
24-07-2024,NSE,Revised list of Approved Securities,https://nsearchives.nseindia.com/content/circulars/CD63068.zip
24-07-2024,NSE,Listing of privately placed securities on capital market segment,https://nsearchives.nseindia.com/content/circulars/CML63067.pdf
24-07-2024,NSE,Adjustment of Futures and Options Contracts in the Security TATA CONSUMER PRODUCTS LIMITED (TATACONSUM),https://nsearchives.nseindia.com/content/circulars/CMPT63066.pdf
24-07-2024,NSE,Listing of further issues of Rbm Infracon Limited,https://nsearchives.nseindia.com/content/circulars/CML63065.pdf
24-07-2024,NSE,Listing of privately placed securities on the debt market segment of the Exchange,https://nsearchives.nseindia.com/content/circulars/CML63064.pdf
24-07-2024,NSE,Listing of privately placed securities on capital market segment,https://nsearchives.nseindia.com/content/circulars/CML63062.pdf
24-07-2024,NSE,SEBI Order in the matter of Prakash Constrowell Limited,https://nsearchives.nseindia.com/content/circulars/INVG63061.pdf
24-07-2024,NSE,Listing of further issues of securities,https://nsearchives.nseindia.com/content/circulars/CML63060.pdf
24-07-2024,NSE,RIGHTS: Adjustment of Futures and Options contracts in the security TATACONSUM,https://nsearchives.nseindia.com/content/circulars/FAOP63059.pdf
24-07-2024,NSE,Suspension of trading in Non-Convertible Debentures (Privately Placed),https://nsearchives.nseindia.com/content/circulars/CML63058.pdf
24-07-2024,NSE,Revised list of Cross Margin Eligible Exchange Traded Funds (ETFs),https://nsearchives.nseindia.com/content/circulars/CMPT63057.pdf
24-07-2024,NSE,Revised list of Cross Margin Eligible Exchange Traded Funds (ETFs),https://nsearchives.nseindia.com/content/circulars/CMPT63056.pdf
24-07-2024,NSE,Daily Price Limit (DPL) or Operating range for Option contracts for GOLDM - update,https://nsearchives.nseindia.com/content/circulars/COM63055.pdf
24-07-2024,NSE,Applicability of Shot-Term Additional Surveillance Measure (ST-ASM),https://nsearchives.nseindia.com/content/circulars/SURV63054.zip
24-07-2024,NSE,Base price computation for GOLDM contract - Discontinuation of XAU feed,https://nsearchives.nseindia.com/content/circulars/COM63053.pdf
24-07-2024,NSE,Trade for Trade - Kataria Industries Limited (SME IPO),https://nsearchives.nseindia.com/content/circulars/CML63052.pdf
24-07-2024,NSE,Applicability of Enhanced Surveillance Measure (ESM),https://nsearchives.nseindia.com/content/circulars/SURV63046.zip
24-07-2024,NSE,Trading of Rights Entitlements pursuant to Rights Issue of Indowind Energy Limited,https://nsearchives.nseindia.com/content/circulars/CML63045.pdf
24-07-2024,NSE,Trade for Trade Macobs Technologies Limited (SME IPO),https://nsearchives.nseindia.com/content/circulars/CML63037.pdf
23-07-2024,NSE,Early Pay-in of Securities for Ksb Limited (KSB),https://nsearchives.nseindia.com/content/circulars/CMPT63051.pdf
23-07-2024,NSE,Listing of privately placed securities on the debt market segment of the Exchange,https://nsearchives.nseindia.com/content/circulars/CML63050.pdf
23-07-2024,NSE,Listing of privately placed securities on capital market segment,https://nsearchives.nseindia.com/content/circulars/CML63049.pdf
23-07-2024,NSE,Listing of further issues of securities,https://nsearchives.nseindia.com/content/circulars/CML63048.pdf
23-07-2024,NSE,Listing of Equity Shares of Macobs Technologies Limited (SME IPO),https://nsearchives.nseindia.com/content/circulars/CML63047.zip
23-07-2024,NSE,Face Value Split - Rushil Decor Limited (RUSHIL),https://nsearchives.nseindia.com/content/circulars/CML63044.pdf
23-07-2024,NSE,Applicability of Short-Term Additional Surveillance Measure (ST-ASM),https://nsearchives.nseindia.com/content/circulars/SURV63043.zip
23-07-2024,NSE,Applicability of Additional Surveillance Measure (ASM),https://nsearchives.nseindia.com/content/circulars/SURV63042.zip
23-07-2024,NSE,Listing of Equity Shares of Kataria Industries Limited (SME IPO),https://nsearchives.nseindia.com/content/circulars/CML63041.zip
