Notice No,Subject,Segment Name,Category Name,Department,Notice Url
20240729-17,Listing of new debt securities of IKF Finance Limited,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-16,Settlement Schedule Offer to Buy – Acquisition Window (Takeover) for CITY GOLD CREDIT CAPITAL LIMITED.,General,Settlement/RMS,Post Trade,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-15,Listing of Securities of SEPC Limited,Equity,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-14,Listing of New Securities of RELIANCE INDUSTRIES LTD.,Equity,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-13,Listing of New Securities of YOGI LIMITED,Equity,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-12,BCX – Tender Period Margin Tracker – August 2024,Derivatives,Settlement/RMS,Post Trade,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-11,Bonus issue of GOEL FOOD PRODUCTS LIMITED(Scrip Code: 543538),Equity,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-10,New ISIN Number of PANORAMA STUDIOS INTERNATIONAL LTD (Scrip Code: 539469),Equity,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-9,Suspension of trading in T-Bills ,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-8,Resignation of Trading Member ,General,Others,Membership Compliance,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-7,Demat Auction - 681,General,Settlement/RMS,Post Trade,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-6,Part Redemption of Debentures of KOLTE-PATIL DEVELOPERS LTD,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-5,Listing of Equity Shares of VVIP Infratech Limited,SME,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-4,Introduction of Additional Contract master file in Equity Derivatives segment,Derivatives,Trading,Trading Development,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-3,CORPORATE ACTION IN SLB SECURITIES,SLB,Corporate Actions,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-2,Resignation of Trading Member,General,Others,Membership Compliance,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729-1,Confirmatory Order in the matter of V Marc India Limited.,General,Compliance,DOSS,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240729-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240727-3,Batch upload file format in UCC for updating Depository details,General,Compliance,DOSS,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240727-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240727-2,Non-Competitive Bidding Facility for Auction of Treasury Bills (T-Bills) on July 31 2024,Debt,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240727-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240727-1,Non-Competitive Bidding for Auction of State Government Securities (SDL) on July 30 2024,Debt,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240727-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-60,Resumption of trading in the Partly Paid-up Equity shares of Adroit Infotech Limited (Scrip Code 890196) ,Equity,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-59,Daily Bulletin,General,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-58,Tender Offer (Buyback) of Equity Shares of WELSPUN LIVING LIMITED,Equity,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-57,Suspension of Trading in Debentures of INDOSTAR CAPITAL FINANCE LIMITED,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-56,Suspension of Trading in Bonds of POWER FINANCE CORPORATION LTD,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-55,Suspension of Trading in Debentures of SVATANTRA MICROFIN PRIVATE LIMITED,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-54,Suspension of Trading in Debentures of ICICI HOME FINANCE COMPANY LIMITED,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-53,Suspension of Trading in Debentures of NEOGROWTH CREDIT PRIVATE LIMITED,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-52,Suspension of Trading in Commercial Paper,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-51,Part Redemption of Debentures of MAS FINANCIAL SERVICES LIMITED,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-50,Norms for acceptable collaterals and exposure of Clearing Corporations,Derivatives,Settlement/RMS,Post Trade,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-49,Part Redemption of Debentures of AYE FINANCE PVT. LTD. ,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-48,Clarifications received from the companies,Equity,Company related,DOSS,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-47,Clarification received from the company on news article,Equity,Company related,DOSS,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-46,Activation of SMART Switch Feature under SBI INNOVATIVE OPPORTUNITIES FUND – NFO on BSE StAR MF platform,Mutual Fund,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-45,Order in the matter of routing of funds to the Indian Securities market using overseas bank accounts with UBS AG.,General,Compliance,DOSS,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-44,Redemption Funds payout for Non-Demat Redemption Orders on BseStar MF ,Mutual Fund,Settlement/RMS,Post Trade,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-43,Launch of NFO with SIP facility of SBI Mutual Fund on BSE StAR MF Platform,Mutual Fund,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-42,Listing of new Commercial Paper of IndoStar Capital Finance Limited ,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-41,Applicability of Short Term Additional Surveillance Measure (ST-ASM),Equity,Trading,DOSS,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-40,Discontinuation date of non-encryption channel in production   Update,General,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-39,Resignation of Trading Member,General,Others,Membership Compliance,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-38,Availability of MIRAE ASSET NIFTY200 ALPHA 30 ETF FUND OF FUND for ongoing transactions on BSE StAR MF Platform,Mutual Fund,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-37,Graded Surveillance Measure (GSM) - List of securities moving into their respective GSM Stages,Equity,Trading,DOSS,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-36,Enhanced Surveillance Measure (ESM),Equity,Trading,DOSS,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-35,CHANGES IN PRICE BAND,Equity,Trading,DOSS,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-34,Applicability of Additional Surveillance Measure,Equity,Trading,DOSS,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-33,Listing and Trading of Units of Cube Highways Trust pursuant to re-classification of sub-ordinate Units into Ordinary Units ,Equity,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-32,Listing of further securities issued by the companies under ESOP/ESOS,Equity,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-31,Applicable Haircut for Collateral (Securities) file,General,Settlement/RMS,Post Trade,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-30,Discontinuation date of non-encryption channel in production -  Update,General,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-29,Availability of TATA NIFTY INDIA TOURISM INDEX FUND for ongoing transactions on BSE StAR MF Platform,Mutual Fund,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-28,Listing of new Commercial Paper of E.I.D. Parry (India) Limited ,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-27,Listing of new Commercial Paper of Redington Limited ,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-26,Listing of new Commercial Paper of Birla Group Holdings Private Limited ,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-25,Listing of new Commercial Paper of Navi Finserv Limited ,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-24,Listing of new Commercial Paper of HDFC Securities Limited.,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-23,Listing of new Commercial Paper of SBICAP Securities Limited.,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-22,Listing of new Commercial Paper of CaratLane Trading Private Limited.,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-21,Listing of new Commercial Paper of Bajaj Financial Securities Limited,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-20,Listing of new Commercial Paper of Reliance Retail Ventures Limited.,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-19,Listing of new debt securities of Shriram Finance Limited,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-18,Listing of new Commercial Paper of Axis Securities Limited.,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-17,Listing of new debt securities of WAGHOLI ESTATES PRIVATE LIMITED,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-16,Listing of new debt securities of DELHI INTERNATIONAL AIRPORT LIMITED,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-15,Listing of new Commercial Paper of Adani Enterprises Ltd.,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-14,Listing of new Commercial Paper of ONGC Petro additions Limited.,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-13,Opening of Offer for Sale for VICEROY HOTELS LTD - Live Activities Schedule,Equity,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-12,Addition to the BSE IPO INDEX,Equity,Index,Index Cell,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-11,Listing of Securities Trimurthi Limited,Equity,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-10,Launch of NFO with SIP facility of BAJAJ FINSERV Mutual Fund on BSE StAR MF Platform,Mutual Fund,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-9,Opening of Offer to Buy – Acquisition Window (Takeover) of City Gold and Credit Capital Limited,Equity,Trading,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-8,Opening of Offer for Sale for Viceroy Hotels Limited,Equity,Trading,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-7,Activation of NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II (Interval Fund) on BSE StAR MF Platform,Mutual Fund,Trading,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-6,Revocation of Suspension in trading of equity shares of UFM Industries Ltd. (Scrip Code: 531610),Equity,Company related,Listing Compliance-Monitoring,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-5,Demat Auction -680,General,Settlement/RMS,Post Trade,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-4,Application for Resignation of Membership,General,Others,Membership Compliance,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-3,Listing of new debt securities of Aye Finance Pvt. Ltd.,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-2,Update Regarding debt securities of Macrotech Developers Ltd,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726-1,Update Regarding debt securities of Macrotech Developers Ltd	,Debt,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240726-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240725-52,Daily Bulletin,General,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240725-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240725-51,Part Redemption of Debentures of VISTAAR FINANCIAL SERVICES PVT LTD,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240725-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240725-50,Part Redemption of Debentures of INCRED FINANCIAL SERVICES LIMITED,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240725-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240725-49,Suspension of Trading in Debentures of 360 ONE Prime Limited,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240725-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240725-48,Listing of Equity Shares of SANSTAR LIMITED,Equity,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240725-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240725-47,Adjustment of Futures and Options contract of Tata Consumer Products Ltd on account of Rights issue,Derivatives,Corporate Actions,Trading Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240725-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240725-46,Part Redemption of Debentures of NEOGROWTH CREDIT PRIVATE LIMITED,Debt,Corporate Actions,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240725-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240725-45,Listing of new securities of  JTL Industries Ltd,Equity,Company related,Listing Operations,https://www.bseindia.com:6443/markets/MarketInfo/DispNewNoticesCirculars.aspx?page=20240725-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
